Datetime,Motorcycle,Car,Truck_Lorry,Bus,Is_Holiday,Day_Of_Week,Is_Weekend,Hour,Month,Temperature_2m,Relative_Humidity_2m,Weathercode,Windspeed_10m,Congestion_Score,Congestion_Percentage
1/1/2024 0:00,77,291,0,0,1,0,0,0,1,25.3,92,3,5.9,329.5,9.078385453
1/1/2024 1:00,102,291,0,0,1,0,0,1,1,25,91,3,6.3,342,9.422785508
1/1/2024 2:00,161,383,0,0,1,0,0,2,1,24.7,93,1,7.5,463.5,12.77035404
1/1/2024 3:00,90,287,0,0,1,0,0,3,1,24.5,94,2,8.4,332,9.147265464
1/1/2024 4:00,113,301,1,0,1,0,0,4,1,24.3,94,2,9.7,359,9.891169583
1/1/2024 5:00,176,378,2,0,1,0,0,5,1,24.1,95,3,9.3,469,12.92189007
1/1/2024 6:00,165,380,2,0,1,0,0,6,1,23.9,96,3,9.7,465.5,12.82545805
1/1/2024 7:00,99,297,2,0,1,0,0,7,1,23.6,97,3,8.2,349.5,9.629425541
1/1/2024 8:00,86,285,2,0,1,0,0,8,1,24.1,95,3,8.4,331,9.119713459
1/1/2024 9:00,163,360,2,0,1,0,0,9,1,26.4,89,3,8.9,444.5,12.24686596
1/1/2024 10:00,147,365,2,0,1,0,0,10,1,28.1,79,3,11.3,441.5,12.16420995
1/1/2024 11:00,124,319,2,0,1,0,0,11,1,29.4,72,3,12.4,384,10.57996969
1/1/2024 12:00,124,306,2,1,1,0,0,12,1,30.3,68,3,14,373,10.27689764
1/1/2024 13:00,160,370,2,1,1,0,0,13,1,30.8,66,51,12.4,455,12.53616201
1/1/2024 14:00,150,352,2,1,1,0,0,14,1,31.1,66,3,14.1,432,11.9024659
1/1/2024 15:00,70,253,2,1,1,0,0,15,1,31,64,51,13.3,293,8.072737292
1/1/2024 16:00,87,273,2,1,1,0,0,16,1,30.4,68,51,8.7,321.5,8.857969417
1/1/2024 17:00,77,274,2,2,1,0,0,17,1,28,79,51,11.3,319.5,8.802865408
1/1/2024 18:00,163,363,3,3,1,0,0,18,1,27.4,83,3,8.5,455,12.53616201
1/1/2024 19:00,174,394,3,3,1,0,0,19,1,26.9,85,3,5.6,491.5,13.54181017
1/1/2024 20:00,100,304,2,2,1,0,0,20,1,26.2,91,3,3.1,361,9.946273591
1/1/2024 21:00,199,415,2,2,1,0,0,21,1,26.2,91,3,5.9,521.5,14.3683703
1/1/2024 22:00,134,323,2,2,1,0,0,22,1,25.8,93,3,4.7,397,10.93814575
1/1/2024 23:00,127,331,2,2,1,0,0,23,1,25.5,95,3,4.2,401.5,11.06212977
2/1/2024 0:00,41,364,1,0,0,1,0,0,1,25.2,95,3,3.8,386,10.6350737
2/1/2024 1:00,23,139,1,0,0,1,0,1,1,24.8,96,3,4.2,152,4.18790467
2/1/2024 2:00,35,339,1,0,0,1,0,2,1,24.6,95,3,4.6,358,9.863617578
2/1/2024 3:00,55,493,1,0,0,1,0,3,1,24.7,95,3,8.2,522,14.3821463
2/1/2024 4:00,62,465,1,0,0,1,0,4,1,24.5,96,3,9.2,497.5,13.70712219
2/1/2024 5:00,32,199,1,0,0,1,0,5,1,24.4,96,3,8.7,216.5,5.965008954
2/1/2024 6:00,57,519,2,0,0,1,0,6,1,24.2,96,3,9.3,550.5,15.16737843
2/1/2024 7:00,31,258,1,0,0,1,0,7,1,24.2,95,3,8.9,275,7.576801212
2/1/2024 8:00,37,244,1,0,0,1,0,8,1,24.6,93,3,10.7,264,7.273729164
2/1/2024 9:00,20,159,1,0,0,1,0,9,1,25.4,94,53,9.2,170.5,4.697616752
2/1/2024 10:00,58,533,1,0,0,1,0,10,1,26.9,89,51,11,563.5,15.52555448
2/1/2024 11:00,58,420,1,0,0,1,0,11,1,27.6,83,53,10,450.5,12.41217799
2/1/2024 12:00,50,351,2,0,0,1,0,12,1,28.5,77,3,10,379,10.44220967
2/1/2024 13:00,50,483,2,0,0,1,0,13,1,29.3,72,3,11.2,511,14.07907425
2/1/2024 14:00,37,342,2,0,0,1,0,14,1,29.7,72,3,11.7,363.5,10.0151536
2/1/2024 15:00,54,348,2,0,0,1,0,15,1,30.1,67,3,10.3,378,10.41465767
2/1/2024 16:00,42,273,2,0,0,1,0,16,1,29.1,71,51,11.8,297,8.182945309
2/1/2024 17:00,34,182,2,0,0,1,0,17,1,29,74,51,15.1,202,5.56550489
2/1/2024 18:00,48,434,2,0,0,1,0,18,1,28,79,3,15.4,461,12.70147403
2/1/2024 19:00,34,194,3,0,0,1,0,19,1,27.3,82,3,12.7,215.5,5.93745695
2/1/2024 20:00,56,415,2,0,0,1,0,20,1,26.7,83,3,11.6,446,12.28819397
2/1/2024 21:00,56,467,3,0,0,1,0,21,1,26.5,86,51,9.2,499.5,13.7622262
2/1/2024 22:00,30,231,3,0,0,1,0,22,1,26.3,89,51,9.7,250.5,6.901777104
2/1/2024 23:00,52,449,3,0,0,1,0,23,1,26.2,88,3,11,479.5,13.21118611
3/1/2024 0:00,148,597,4,0,0,2,0,0,1,25.9,88,3,10.6,677,18.65270698
3/1/2024 1:00,185,553,7,0,0,2,0,1,1,25.6,90,3,14.3,656,18.07411489
3/1/2024 2:00,129,478,6,0,0,2,0,2,1,25.3,91,3,14.4,551.5,15.19493043
3/1/2024 3:00,127,316,5,0,0,2,0,3,1,25.1,91,3,12.9,387,10.66262571
3/1/2024 4:00,221,646,6,0,0,2,0,4,1,25.1,91,3,12.3,765.5,21.09105937
3/1/2024 5:00,93,268,5,0,0,2,0,5,1,24.7,93,3,11.3,322,8.871745419
3/1/2024 6:00,80,202,5,0,0,2,0,6,1,24.5,94,3,9.7,249.5,6.8742251
3/1/2024 7:00,117,351,6,0,0,2,0,7,1,24.2,96,3,5.4,418.5,11.53051384
3/1/2024 8:00,83,226,5,0,0,2,0,8,1,24.8,94,3,8.4,275,7.576801212
3/1/2024 9:00,141,554,5,0,0,2,0,9,1,26.2,87,53,13.1,632,17.41286679
3/1/2024 10:00,146,374,5,0,0,2,0,10,1,27.4,85,51,8.4,454.5,12.522386
3/1/2024 11:00,128,345,5,0,0,2,0,11,1,28.2,78,51,12.1,416.5,11.47540984
3/1/2024 12:00,128,477,6,0,0,2,0,12,1,28.5,77,53,11.1,550,15.15360242
3/1/2024 13:00,214,654,6,0,0,2,0,13,1,29.8,70,51,10,770,21.21504339
3/1/2024 14:00,146,435,6,0,0,2,0,14,1,30.3,66,3,7.6,517,14.24438628
3/1/2024 15:00,68,250,7,0,0,2,0,15,1,30.5,63,3,6.9,294.5,8.114065298
3/1/2024 16:00,127,305,6,0,0,2,0,16,1,29.9,66,51,8.1,377.5,10.40088166
3/1/2024 17:00,166,495,7,0,0,2,0,17,1,28.8,76,51,10.5,588.5,16.21435459
3/1/2024 18:00,222,783,7,0,0,2,0,18,1,27.5,82,3,11.6,904.5,24.92078799
3/1/2024 19:00,143,375,7,0,0,2,0,19,1,27,86,3,10.6,457,12.59126601
3/1/2024 20:00,143,562,6,0,0,2,0,20,1,26.6,88,3,8.7,642.5,17.70216283
3/1/2024 21:00,232,811,7,0,0,2,0,21,1,26.1,90,55,5.4,937.5,25.83000413
3/1/2024 22:00,140,513,7,0,0,2,0,22,1,25,96,65,3.4,593.5,16.35211462
3/1/2024 23:00,125,398,7,0,0,2,0,23,1,24.9,96,53,3.8,471,12.97699408
4/1/2024 0:00,151,416,7,0,0,3,0,0,1,25.1,96,51,3.1,502,13.83110621
4/1/2024 1:00,153,527,6,0,0,3,0,1,1,24.9,96,53,2.9,612.5,16.8756027
4/1/2024 2:00,143,495,6,0,0,3,0,2,1,25,96,51,2.5,575.5,15.85617854
4/1/2024 3:00,173,503,7,0,0,3,0,3,1,24.8,96,51,6.1,600,16.53120264
4/1/2024 4:00,81,183,6,0,0,3,0,4,1,24.7,96,51,6.3,232.5,6.405841025
4/1/2024 5:00,59,200,7,0,0,3,0,5,1,24.6,96,3,7.8,240,6.612481058
4/1/2024 6:00,122,400,7,0,0,3,0,6,1,24.4,96,3,8.7,471.5,12.99077008
4/1/2024 7:00,172,417,9,0,0,3,0,7,1,24.3,96,3,8.3,516.5,14.23061028
4/1/2024 8:00,122,324,7,0,0,3,0,8,1,24.6,96,3,9.3,395.5,10.89681774
4/1/2024 9:00,138,497,8,0,0,3,0,9,1,25.5,91,3,7.9,578,15.92505855
4/1/2024 10:00,87,256,6,0,0,3,0,10,1,26.5,87,3,6.4,308.5,8.49979336
4/1/2024 11:00,195,617,10,0,0,3,0,11,1,28.4,78,3,11.6,729.5,20.09918722
4/1/2024 12:00,182,598,9,0,0,3,0,12,1,29.7,72,3,14.1,702.5,19.3552831
4/1/2024 13:00,73,214,7,0,0,3,0,13,1,30,69,3,14.4,261,7.191073151
4/1/2024 14:00,134,403,7,0,0,3,0,14,1,30.7,67,3,13.4,480.5,13.23873812
4/1/2024 15:00,91,286,7,0,0,3,0,15,1,28.5,78,61,14,342,9.422785508
4/1/2024 16:00,129,418,9,0,0,3,0,16,1,27.6,81,61,14.8,496,13.66579419
4/1/2024 17:00,184,519,9,0,0,3,0,17,1,26.6,84,63,11.2,624.5,17.20622675
4/1/2024 18:00,166,602,8,0,0,3,0,18,1,25.8,89,53,12.8,697,19.20374707
4/1/2024 19:00,149,492,9,0,0,3,0,19,1,25.2,91,3,12.8,580,15.98016256
4/1/2024 20:00,124,423,9,0,0,3,0,20,1,25,92,3,12.4,498.5,13.7346742
4/1/2024 21:00,285,670,10,0,0,3,0,21,1,24.8,92,3,12.2,827.5,22.79928365
4/1/2024 22:00,170,426,13,0,0,3,0,22,1,24.7,92,3,11.3,530.5,14.61633834
4/1/2024 23:00,79,181,12,0,0,3,0,23,1,24.8,93,51,13.3,238.5,6.571153051
5/1/2024 0:00,155,490,6,0,0,4,0,0,1,24.9,94,51,13.6,576.5,15.88373054
5/1/2024 1:00,177,558,7,0,0,4,0,1,1,24.8,94,51,15.2,657,18.1016669
5/1/2024 2:00,154,406,7,0,0,4,0,2,1,24.7,93,51,15.9,493.5,13.59691418
5/1/2024 3:00,163,559,7,0,0,4,0,3,1,24.6,93,51,17.3,651,17.93635487
5/1/2024 4:00,154,510,6,0,0,4,0,4,1,24.4,93,51,14.6,596,16.42099463
5/1/2024 5:00,106,278,6,0,0,4,0,5,1,24.2,94,3,13.4,340,9.367681499
5/1/2024 6:00,142,400,6,0,0,4,0,6,1,23.9,96,3,13.9,480,13.22496212
5/1/2024 7:00,110,413,6,0,0,4,0,7,1,23.8,96,2,13.2,477,13.1423061
5/1/2024 8:00,115,306,7,0,0,4,0,8,1,24.2,95,1,13.1,374,10.30444965
5/1/2024 9:00,38,136,6,0,0,4,0,9,1,25.3,90,51,11.2,164,4.518528723
5/1/2024 10:00,223,666,6,0,0,4,0,10,1,26,88,51,11.6,786.5,21.66965147
5/1/2024 11:00,206,606,7,0,0,4,0,11,1,27.2,81,51,14.7,719.5,19.82366717
5/1/2024 12:00,177,631,7,0,0,4,0,12,1,27.4,81,51,15.5,730,20.11296322
5/1/2024 13:00,211,627,8,0,0,4,0,13,1,28.6,74,3,16.3,744.5,20.51246728
5/1/2024 14:00,89,259,8,0,0,4,0,14,1,30.1,69,3,15.6,315.5,8.692657391
5/1/2024 15:00,126,317,6,0,0,4,0,15,1,30.2,70,51,13.2,389,10.71772971
5/1/2024 16:00,125,427,7,0,0,4,0,16,1,28.5,75,51,12.6,500,13.7760022
5/1/2024 17:00,190,658,8,0,0,4,0,17,1,27.2,83,55,5.7,765,21.07728337
5/1/2024 18:00,190,530,8,0,0,4,0,18,1,27.4,83,3,10.9,637,17.55062681
5/1/2024 19:00,71,233,6,0,0,4,0,19,1,27,82,3,10.4,277.5,7.645681223
5/1/2024 20:00,153,550,7,0,0,4,0,20,1,26.5,84,3,10.7,637,17.55062681
5/1/2024 21:00,160,561,7,0,0,4,0,21,1,26.1,84,3,14,651.5,17.95013087
5/1/2024 22:00,145,440,9,0,0,4,0,22,1,25.8,85,3,10.3,526,14.49235432
5/1/2024 23:00,93,201,9,0,0,4,0,23,1,25.6,85,3,10.9,261,7.191073151
6/1/2024 0:00,86,212,5,0,0,5,1,0,1,25.2,87,2,13.2,262.5,7.232401157
6/1/2024 1:00,239,583,7,0,0,5,1,1,1,25.1,87,3,12.6,713,19.64457914
6/1/2024 2:00,158,318,6,0,0,5,1,2,1,24.8,89,3,12.1,406,11.18611379
6/1/2024 3:00,195,587,8,0,0,5,1,3,1,24.9,88,3,11.3,696.5,19.18997107
6/1/2024 4:00,188,491,8,0,0,5,1,4,1,24.7,89,1,11.1,597,16.44854663
6/1/2024 5:00,113,297,6,0,0,5,1,5,1,24.3,91,3,8.8,362.5,9.987601598
6/1/2024 6:00,101,226,7,0,0,5,1,6,1,24.1,92,1,10.6,287,7.907425265
6/1/2024 7:00,144,594,10,2,0,5,1,7,1,24.2,92,2,10.5,685,18.87312302
6/1/2024 8:00,108,298,6,0,0,5,1,8,1,24.3,92,3,11.2,361,9.946273591
6/1/2024 9:00,224,528,7,0,0,5,1,9,1,25.8,88,3,13.1,650.5,17.92257887
6/1/2024 10:00,203,583,7,0,0,5,1,10,1,26.1,86,51,14.4,695,19.14864306
6/1/2024 11:00,80,248,6,0,0,5,1,11,1,25.4,93,63,10.4,297,8.182945309
6/1/2024 12:00,186,502,7,0,0,5,1,12,1,25.6,91,61,10.8,605.5,16.68273867
6/1/2024 13:00,59,165,6,0,0,5,1,13,1,26.5,88,55,4.6,203.5,5.606832897
6/1/2024 14:00,169,519,9,0,0,5,1,14,1,28,86,51,10.1,617,16.99958672
6/1/2024 15:00,254,698,8,0,0,5,1,15,1,26.2,87,63,10.4,837,23.06102769
6/1/2024 16:00,161,469,8,0,0,5,1,16,1,27.3,84,51,3.7,561.5,15.47045048
6/1/2024 17:00,108,338,8,0,0,5,1,17,1,25.8,94,65,9,404,11.13100978
6/1/2024 18:00,160,362,7,0,0,5,1,18,1,25.7,91,63,9.3,452.5,12.46728199
6/1/2024 19:00,112,416,8,0,0,5,1,19,1,25.5,92,51,9.1,484,13.33517013
6/1/2024 20:00,176,584,9,0,0,5,1,20,1,25,94,53,8.5,685.5,18.88689902
6/1/2024 21:00,188,505,8,0,0,5,1,21,1,25.2,93,3,11.3,611,16.83427469
6/1/2024 22:00,143,354,9,1,0,5,1,22,1,25.1,93,3,8.9,441,12.15043394
6/1/2024 23:00,305,600,13,2,0,5,1,23,1,24.9,95,3,7.6,776,21.38035542
7/1/2024 0:00,183,365,6,0,0,6,1,0,1,24.9,95,3,7.2,465.5,12.82545805
7/1/2024 1:00,126,383,6,0,0,6,1,1,1,24.7,96,3,8.3,455,12.53616201
7/1/2024 2:00,209,554,6,0,0,6,1,2,1,24.3,97,3,4.8,667.5,18.39096294
7/1/2024 3:00,170,391,7,0,0,6,1,3,1,24.1,97,3,8.6,486.5,13.40405014
7/1/2024 4:00,245,786,6,0,0,6,1,4,1,23.8,96,53,6.6,917.5,25.27896404
7/1/2024 5:00,127,280,9,1,0,6,1,5,1,23.6,96,53,5.7,359,9.891169583
7/1/2024 6:00,79,215,7,0,0,6,1,6,1,23.5,97,61,9.6,265,7.301281168
7/1/2024 7:00,109,344,6,0,0,6,1,7,1,23.4,96,61,2.6,407.5,11.2274418
7/1/2024 8:00,180,518,6,0,0,6,1,8,1,23.4,98,61,11.5,617,16.99958672
7/1/2024 9:00,106,351,7,0,0,6,1,9,1,25,94,51,4.6,414.5,11.42030583
7/1/2024 10:00,166,435,7,1,0,6,1,10,1,25.4,93,53,2,530.5,14.61633834
7/1/2024 11:00,171,407,7,0,0,6,1,11,1,25.6,91,53,4.4,503,13.85865822
7/1/2024 12:00,166,523,7,0,0,6,1,12,1,25.6,90,55,5.8,616.5,16.98581072
7/1/2024 13:00,194,402,7,0,0,6,1,13,1,25.4,91,61,9.5,509.5,14.03774625
7/1/2024 14:00,214,571,7,0,0,6,1,14,1,25.2,93,63,10.8,688.5,18.96955504
7/1/2024 15:00,212,466,9,0,0,6,1,15,1,25.7,91,61,12.4,585.5,16.13169858
7/1/2024 16:00,301,996,8,0,0,6,1,16,1,26.3,88,53,12.4,1158.5,31.91899711
7/1/2024 17:00,185,621,8,0,0,6,1,17,1,27,85,51,12.1,725.5,19.9889792
7/1/2024 18:00,127,382,7,0,0,6,1,18,1,26.7,86,3,11.5,456,12.56371401
7/1/2024 19:00,81,271,7,1,0,6,1,19,1,26.1,87,51,12.3,324,8.926849428
7/1/2024 20:00,200,678,9,2,0,6,1,20,1,25.3,89,51,12.2,795.5,21.91761951
7/1/2024 21:00,93,244,8,2,0,6,1,21,1,24.5,94,51,9.2,306.5,8.444689351
7/1/2024 22:00,119,402,9,2,0,6,1,22,1,24.3,95,51,9.2,479,13.19741011
7/1/2024 23:00,347,1278,11,2,0,6,1,23,1,24,96,51,9.9,1472,40.55655049
8/1/2024 0:00,102,264,4,0,0,0,0,0,1,23.8,96,51,9.2,321,8.844193415
8/1/2024 1:00,144,630,5,0,0,0,0,1,1,23.7,97,53,8,709.5,19.54814713
8/1/2024 2:00,173,626,6,0,0,0,0,2,1,23.7,96,3,10.7,721.5,19.87877118
8/1/2024 3:00,75,210,5,0,0,0,0,3,1,23.7,97,3,11.5,255,7.025761124
8/1/2024 4:00,105,344,5,0,0,0,0,4,1,23.7,96,3,11,404,11.13100978
8/1/2024 5:00,97,401,6,0,0,0,0,5,1,23.7,96,3,11.2,458.5,12.63259402
8/1/2024 6:00,127,370,6,0,0,0,0,6,1,23.6,96,3,10.7,442.5,12.19176195
8/1/2024 7:00,129,328,5,0,0,0,0,7,1,23.6,96,3,9.7,400,11.02080176
8/1/2024 8:00,164,683,5,0,0,0,0,8,1,23.9,96,3,12,772.5,21.28392341
8/1/2024 9:00,125,414,5,0,0,0,0,9,1,25.7,90,3,16.1,484,13.33517013
8/1/2024 10:00,143,601,5,0,0,0,0,10,1,26.6,86,3,16.3,680,18.735363
8/1/2024 11:00,179,589,5,0,0,0,0,11,1,27.6,82,3,18.2,686,18.90067502
8/1/2024 12:00,189,664,5,0,0,0,0,12,1,28.3,78,3,16.8,766,21.10483538
8/1/2024 13:00,138,417,6,0,0,0,0,13,1,29.3,73,51,16,495,13.63824218
8/1/2024 14:00,149,618,7,0,0,0,0,14,1,30.4,69,3,16.8,703,19.3690591
8/1/2024 15:00,83,358,6,0,0,0,0,15,1,29.5,71,51,15.6,408.5,11.2549938
8/1/2024 16:00,173,621,7,0,0,0,0,16,1,28.4,76,53,11.4,718,19.78233917
8/1/2024 17:00,84,294,6,0,0,0,0,17,1,28,78,51,13.3,345,9.505441521
8/1/2024 18:00,64,263,6,0,0,0,0,18,1,27.4,83,3,9.3,304,8.37580934
8/1/2024 19:00,130,425,6,0,0,0,0,19,1,26.6,88,3,4.5,499,13.7484502
8/1/2024 20:00,215,817,7,0,0,0,0,20,1,25.9,91,3,4.2,935,25.76112412
8/1/2024 21:00,133,532,6,0,0,0,0,21,1,24.9,95,63,8.3,607.5,16.73784268
8/1/2024 22:00,169,656,6,0,0,0,0,22,1,25,94,61,5.5,749.5,20.6502273
8/1/2024 23:00,74,282,6,0,0,0,0,23,1,24.7,96,63,3.9,328,9.037057446
9/1/2024 0:00,106,310,0,0,0,1,0,0,1,25.1,91,51,6.8,363,10.0013776
9/1/2024 1:00,108,282,2,0,0,1,0,1,1,24.7,95,3,8.2,339,9.340129494
9/1/2024 2:00,95,444,2,0,0,1,0,2,1,24.7,96,3,10.5,494.5,13.62446618
9/1/2024 3:00,151,514,2,0,0,1,0,3,1,24.4,97,51,11.9,592.5,16.32456261
9/1/2024 4:00,134,503,2,0,0,1,0,4,1,24.4,96,3,11,573,15.78729853
9/1/2024 5:00,124,511,2,0,0,1,0,5,1,24.3,94,3,13.4,576,15.86995454
9/1/2024 6:00,171,646,2,0,0,1,0,6,1,23.9,95,3,12.9,734.5,20.23694724
9/1/2024 7:00,136,440,2,0,0,1,0,7,1,23.6,96,3,12.7,511,14.07907425
9/1/2024 8:00,53,212,2,0,0,1,0,8,1,23.7,96,3,12.3,241.5,6.653809065
9/1/2024 9:00,154,596,2,0,0,1,0,9,1,25,94,51,13.5,676,18.62515498
9/1/2024 10:00,127,493,2,0,0,1,0,10,1,25.4,92,51,13.2,559.5,15.41534647
9/1/2024 11:00,93,304,3,0,0,1,0,11,1,25.3,94,55,11.7,355,9.780961565
9/1/2024 12:00,165,550,2,0,0,1,0,12,1,25.6,92,63,10.7,635.5,17.5092988
9/1/2024 13:00,70,249,3,0,0,1,0,13,1,26.1,92,63,7.5,288.5,7.948753272
9/1/2024 14:00,132,549,2,0,0,1,0,14,1,26.8,89,53,4,618,17.02713872
9/1/2024 15:00,94,323,2,0,0,1,0,15,1,27,84,63,12.7,373,10.27689764
9/1/2024 16:00,153,569,3,0,0,1,0,16,1,26.7,83,53,13.3,650,17.90880287
9/1/2024 17:00,113,454,3,0,0,1,0,17,1,26.4,88,53,7.1,515,14.18928227
9/1/2024 18:00,42,155,3,0,0,1,0,18,1,26.5,88,51,9.7,180.5,4.973136796
9/1/2024 19:00,154,525,3,0,0,1,0,19,1,25.8,91,51,10.5,606.5,16.71029067
9/1/2024 20:00,108,309,4,0,0,1,0,20,1,24.7,93,61,10.9,369,10.16668963
9/1/2024 21:00,100,271,5,0,0,1,0,21,1,25.5,93,3,12.6,328.5,9.050833448
9/1/2024 22:00,105,478,4,0,0,1,0,22,1,25.4,93,3,12.4,536.5,14.78165037
9/1/2024 23:00,149,452,4,0,0,1,0,23,1,24.9,95,3,11.8,532.5,14.67144235
10/1/2024 0:00,180,587,6,0,0,2,0,0,1,24.8,95,3,13.4,686,18.90067502
10/1/2024 1:00,101,406,7,0,0,2,0,1,1,24.6,94,3,12.4,467,12.86678606
10/1/2024 2:00,80,294,7,0,0,2,0,2,1,24.5,94,51,10,344.5,9.491665519
10/1/2024 3:00,135,337,7,0,0,2,0,3,1,24.3,95,53,9,415,11.43408183
10/1/2024 4:00,180,530,7,0,0,2,0,4,1,24.1,96,61,11.4,630.5,17.37153878
10/1/2024 5:00,63,215,7,0,0,2,0,5,1,23.8,96,61,9.7,257,7.080865133
10/1/2024 6:00,93,290,6,0,0,2,0,6,1,23.8,97,53,5.2,345.5,9.519217523
10/1/2024 7:00,182,679,6,0,0,2,0,7,1,23.9,96,51,5.8,779,21.46301143
10/1/2024 8:00,185,596,6,0,0,2,0,8,1,24,97,51,7.6,697.5,19.21752307
10/1/2024 9:00,187,698,7,0,0,2,0,9,1,26.1,90,3,7.9,802,22.09670754
10/1/2024 10:00,164,628,6,0,0,2,0,10,1,27.2,85,51,8.1,719,19.80989117
10/1/2024 11:00,202,648,6,0,0,2,0,11,1,28.2,81,51,10.3,758,20.88441934
10/1/2024 12:00,96,377,6,0,0,2,0,12,1,29.1,78,3,14.6,434,11.95756991
10/1/2024 13:00,140,556,7,0,0,2,0,13,1,28.1,78,51,19.5,636.5,17.53685081
10/1/2024 14:00,129,253,7,0,0,2,0,14,1,28.8,77,3,13,328,9.037057446
10/1/2024 15:00,157,428,8,0,0,2,0,15,1,29.1,73,3,13.5,518.5,14.28571429
10/1/2024 16:00,102,383,7,0,0,2,0,16,1,28.8,73,3,15.8,444.5,12.24686596
10/1/2024 17:00,182,636,9,0,0,2,0,17,1,28,78,3,12,740.5,20.40225926
10/1/2024 18:00,46,160,7,0,0,2,0,18,1,28,79,3,9,193.5,5.331312853
10/1/2024 19:00,155,392,7,0,0,2,0,19,1,27.2,82,3,8.2,480,13.22496212
10/1/2024 20:00,181,563,8,0,0,2,0,20,1,26.4,86,3,8.6,665.5,18.33585893
10/1/2024 21:00,164,496,10,0,0,2,0,21,1,25.4,95,53,4.5,593,16.33833861
10/1/2024 22:00,100,367,10,0,0,2,0,22,1,24.9,97,3,3.6,432,11.9024659
10/1/2024 23:00,148,447,11,0,0,2,0,23,1,24.4,97,53,6.2,537.5,14.80920237
11/1/2024 0:00,38,125,1,0,0,3,0,0,1,24,96,61,7,145.5,4.008816641
11/1/2024 1:00,53,192,2,0,0,3,0,1,1,24.1,95,51,2.9,221.5,6.102768976
11/1/2024 2:00,45,171,1,0,0,3,0,2,1,23.7,96,3,6.8,195,5.37264086
11/1/2024 3:00,31,78,1,0,0,3,0,3,1,23.8,96,3,7.9,95,2.617440419
11/1/2024 4:00,60,183,1,0,0,3,0,4,1,23.6,97,2,6.7,214.5,5.909904946
11/1/2024 5:00,40,148,1,0,0,3,0,5,1,23.6,97,3,7.6,169.5,4.670064747
11/1/2024 6:00,52,166,1,0,0,3,0,6,1,23.7,97,2,9.4,193.5,5.331312853
11/1/2024 7:00,25,84,2,0,0,3,0,7,1,23.7,97,2,7.9,99.5,2.741424439
11/1/2024 8:00,38,97,3,0,0,3,0,8,1,24.1,97,1,9.7,120.5,3.320016531
11/1/2024 9:00,31,104,2,0,0,3,0,9,1,26.1,89,3,12.4,122.5,3.37512054
11/1/2024 10:00,57,149,2,0,0,3,0,10,1,27.7,86,3,11.3,180.5,4.973136796
11/1/2024 11:00,69,207,2,0,0,3,0,11,1,29.1,79,3,14.7,244.5,6.736465078
11/1/2024 12:00,43,112,2,0,0,3,0,12,1,29.9,72,3,18.2,136.5,3.760848602
11/1/2024 13:00,46,102,2,0,0,3,0,13,1,28.8,74,53,17.4,128,3.526656564
11/1/2024 14:00,65,228,2,0,0,3,0,14,1,29.8,73,51,15.9,263.5,7.259953162
11/1/2024 15:00,21,64,3,0,0,3,0,15,1,30.1,71,3,16.8,79,2.176608348
11/1/2024 16:00,78,236,3,0,0,3,0,16,1,29.6,70,51,13,279.5,7.700785232
11/1/2024 17:00,58,178,3,0,0,3,0,17,1,29.5,73,53,9.4,211.5,5.827248932
11/1/2024 18:00,64,186,3,0,0,3,0,18,1,28.3,77,51,11.5,222.5,6.130320981
11/1/2024 19:00,50,166,3,0,0,3,0,19,1,26.3,89,63,2.1,195.5,5.386416862
11/1/2024 20:00,48,108,3,0,0,3,0,20,1,25.7,92,3,3.4,136.5,3.760848602
11/1/2024 21:00,34,107,4,0,0,3,0,21,1,25.8,94,51,2.9,130,3.581760573
11/1/2024 22:00,54,126,3,0,0,3,0,22,1,26.2,91,3,1.3,157.5,4.339440694
11/1/2024 23:00,57,140,3,0,0,3,0,23,1,25,94,3,4.6,173,4.766496763
12/1/2024 0:00,37,113,0,0,0,4,0,0,1,25.1,92,3,8.6,131.5,3.62308858
12/1/2024 1:00,32,131,0,0,0,4,0,1,1,24.8,93,3,11.2,147,4.050144648
12/1/2024 2:00,34,89,0,0,0,4,0,2,1,24.6,94,3,10.1,106,2.920512467
12/1/2024 3:00,23,67,0,0,0,4,0,3,1,24.5,94,3,9.7,78.5,2.162832346
12/1/2024 4:00,38,173,1,0,0,4,0,4,1,24.3,95,3,9.5,193.5,5.331312853
12/1/2024 5:00,47,153,1,0,0,4,0,5,1,24.4,94,3,11,178,4.904256785
12/1/2024 6:00,44,181,1,0,0,4,0,6,1,24.3,93,3,11.2,204.5,5.634384902
12/1/2024 7:00,46,146,1,0,0,4,0,7,1,24.1,94,3,10.1,170.5,4.697616752
12/1/2024 8:00,34,70,1,0,0,4,0,8,1,24.2,94,3,11.5,88.5,2.43835239
12/1/2024 9:00,36,113,2,0,0,4,0,9,1,26.5,91,3,13.3,134,3.691968591
12/1/2024 10:00,43,158,1,0,0,4,0,10,1,26.7,87,51,12.4,181,4.986912798
12/1/2024 11:00,26,132,1,0,0,4,0,11,1,27.2,84,51,10.8,146.5,4.036368646
12/1/2024 12:00,26,69,2,0,0,4,0,12,1,27.7,84,3,9.4,85,2.341920375
12/1/2024 13:00,44,117,2,0,0,4,0,13,1,27.8,77,51,13.4,142,3.912384626
12/1/2024 14:00,24,100,2,0,0,4,0,14,1,28.6,74,3,9.6,115,3.168480507
